,Title,Genres,Ratings,Director
14513,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14514,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14515,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14516,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14517,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14518,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14519,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14520,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14521,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14522,Arcane,"Animation, Action, Adventure",9.0,
14523,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14524,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14525,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14526,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14527,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14528,Hawkeye,"Action, Adventure, Crime",7.5,
14529,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14530,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14531,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14532,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14533,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14534,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14535,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14536,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14537,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14538,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14539,Invincible,"Animation, Action, Adventure",8.7,
14540,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14541,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14542,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14543,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14544,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14545,Dhindora,"Comedy, Drama",8.8,
14546,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14547,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14548,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14549,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14550,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14551,Squid Game,"Action, Drama, Mystery",8.0,
14552,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14553,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14554,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14555,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14556,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14557,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14558,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14559,WandaVision,"Action, Comedy, Drama",7.9,
14560,Loki,"Action, Adventure, Fantasy",8.2,
14561,Aspirants,Drama,9.2,
14562,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14563,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14564,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14565,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14566,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14567,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14568,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14569,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14570,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14571,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14572,Arcane,"Animation, Action, Adventure",9.0,
14573,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14574,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14575,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14576,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14577,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14578,Hawkeye,"Action, Adventure, Crime",7.5,
14579,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14580,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14581,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14582,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14583,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14584,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14585,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14586,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14587,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14588,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14589,Invincible,"Animation, Action, Adventure",8.7,
14590,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14591,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14592,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14593,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14594,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14595,Dhindora,"Comedy, Drama",8.8,
14596,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14597,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14598,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14599,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14600,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14601,Squid Game,"Action, Drama, Mystery",8.0,
14602,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14603,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14604,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14605,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14606,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14607,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14608,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14609,WandaVision,"Action, Comedy, Drama",7.9,
14610,Loki,"Action, Adventure, Fantasy",8.2,
14611,Aspirants,Drama,9.2,
14612,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14613,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14614,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14615,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14616,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14617,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14618,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14619,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14620,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14621,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14622,Arcane,"Animation, Action, Adventure",9.0,
14623,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14624,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14625,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14626,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14627,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14628,Hawkeye,"Action, Adventure, Crime",7.5,
14629,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14630,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14631,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14632,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14633,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14634,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14635,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14636,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14637,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14638,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14639,Invincible,"Animation, Action, Adventure",8.7,
14640,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14641,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14642,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14643,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14644,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14645,Dhindora,"Comedy, Drama",8.8,
14646,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14647,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14648,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14649,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14650,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14651,Squid Game,"Action, Drama, Mystery",8.0,
14652,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14653,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14654,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14655,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14656,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14657,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14658,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14659,WandaVision,"Action, Comedy, Drama",7.9,
14660,Loki,"Action, Adventure, Fantasy",8.2,
14661,Aspirants,Drama,9.2,
14662,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14663,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14664,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14665,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14666,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14667,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14668,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14669,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14670,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14671,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14672,Arcane,"Animation, Action, Adventure",9.0,
14673,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14674,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14675,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14676,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14677,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14678,Hawkeye,"Action, Adventure, Crime",7.5,
14679,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14680,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14681,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14682,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14683,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14684,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14685,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14686,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14687,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14688,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14689,Invincible,"Animation, Action, Adventure",8.7,
14690,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14691,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14692,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14693,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14694,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14695,Dhindora,"Comedy, Drama",8.8,
14696,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14697,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14698,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14699,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14700,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14701,Squid Game,"Action, Drama, Mystery",8.0,
14702,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14703,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14704,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14705,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14706,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14707,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14708,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14709,WandaVision,"Action, Comedy, Drama",7.9,
14710,Loki,"Action, Adventure, Fantasy",8.2,
14711,Aspirants,Drama,9.2,
14712,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14713,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14714,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14715,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14716,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14717,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14718,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14719,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14720,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14721,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14722,Arcane,"Animation, Action, Adventure",9.0,
14723,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14724,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14725,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14726,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14727,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14728,Hawkeye,"Action, Adventure, Crime",7.5,
14729,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14730,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14731,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14732,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14733,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14734,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14735,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14736,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14737,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14738,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14739,Invincible,"Animation, Action, Adventure",8.7,
14740,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14741,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14742,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14743,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14744,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14745,Dhindora,"Comedy, Drama",8.8,
14746,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14747,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14748,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14749,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14750,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14751,Squid Game,"Action, Drama, Mystery",8.0,
14752,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14753,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14754,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14755,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14756,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14757,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14758,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14759,WandaVision,"Action, Comedy, Drama",7.9,
14760,Loki,"Action, Adventure, Fantasy",8.2,
14761,Aspirants,Drama,9.2,
14762,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14763,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14764,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14765,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14766,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14767,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14768,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14769,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14770,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14771,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14772,Arcane,"Animation, Action, Adventure",9.0,
14773,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14774,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14775,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14776,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14777,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14778,Hawkeye,"Action, Adventure, Crime",7.5,
14779,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14780,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14781,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14782,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14783,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14784,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14785,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14786,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14787,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14788,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14789,Invincible,"Animation, Action, Adventure",8.7,
14790,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14791,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14792,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14793,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14794,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14795,Dhindora,"Comedy, Drama",8.8,
14796,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
14797,Old,"Drama, Horror, Mystery",5.8,M. Night Shyamalan
14798,Spider-Man: No Way Home,"Action, Adventure, Fantasy",8.3,Jon Watts
14799,Dune,"Action, Adventure, Drama",8.0,Denis Villeneuve
14800,Don't Look Up,"Comedy, Drama, Sci-Fi",7.2,Adam McKay
14801,Squid Game,"Action, Drama, Mystery",8.0,
14802,Zack Snyder's Justice League,"Action, Adventure, Fantasy",8.0,Zack Snyder
14803,No Time to Die,"Action, Adventure, Thriller",7.3,Cary Joji Fukunaga
14804,Shang-Chi and the Legend of the Ten Rings,"Action, Adventure, Fantasy",7.4,Destin Daniel Cretton
14805,Black Widow,"Action, Adventure, Sci-Fi",6.7,Cate Shortland
14806,Free Guy,"Action, Adventure, Comedy",7.1,Shawn Levy
14807,The Suicide Squad,"Action, Adventure, Comedy",7.2,James Gunn
14808,Eternals,"Action, Adventure, Fantasy",6.3,Chloé Zhao
14809,WandaVision,"Action, Comedy, Drama",7.9,
14810,Loki,"Action, Adventure, Fantasy",8.2,
14811,Aspirants,Drama,9.2,
14812,Red Notice,"Action, Comedy, Thriller",6.3,Rawson Marshall Thurber
14813,The Matrix Resurrections,"Action, Sci-Fi",5.7,Lana Wachowski
14814,Nobody,"Action, Crime, Drama",7.4,Ilya Naishuller
14815,Cruella,"Adventure, Comedy, Crime",7.3,Craig Gillespie
14816,Venom: Let There Be Carnage,"Action, Adventure, Sci-Fi",5.9,Andy Serkis
14817,Encanto,"Animation, Comedy, Family",7.2,Jared Bush
14818,The Falcon and the Winter Soldier,"Action, Adventure, Drama",7.2,
14819,Godzilla vs. Kong,"Action, Sci-Fi, Thriller",6.3,Adam Wingard
14820,The Tomorrow War,"Action, Adventure, Drama",6.5,Chris McKay
14821,Jai Bhim,"Crime, Drama, Mystery",8.9,T.J. Gnanavel
14822,Arcane,"Animation, Action, Adventure",9.0,
14823,Jungle Cruise,"Action, Adventure, Comedy",6.6,Jaume Collet-Serra
14824,Radhe,"Action, Crime, Thriller",1.9,Prabhu Deva
14825,Army of the Dead,"Action, Crime, Horror",5.7,Zack Snyder
14826,Mortal Kombat,"Action, Adventure, Fantasy",6.1,Simon McQuoid
14827,Wrath of Man,"Action, Crime, Thriller",7.1,Guy Ritchie
14828,Hawkeye,"Action, Adventure, Crime",7.5,
14829,Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",7.1,Jason Reitman
14830,The Power of the Dog,"Drama, Romance, Western",6.8,Jane Campion
14831,Luca,"Animation, Adventure, Comedy",7.4,Enrico Casarosa
14832,Mare of Easttown,"Crime, Drama, Mystery",8.5,
14833,The Last Duel,"Action, Drama, History",7.4,Ridley Scott
14834,Raya and the Last Dragon,"Animation, Action, Adventure",7.3,Don Hall
14835,The Book of Boba Fett,"Action, Adventure, Sci-Fi",7.3,
14836,The King's Man,"Action, Adventure, Thriller",6.3,Matthew Vaughn
14837,Nightmare Alley,"Crime, Drama, Thriller",7.0,Guillermo del Toro
14838,F9: The Fast Saga,"Action, Crime, Thriller",5.2,Justin Lin
14839,Invincible,"Animation, Action, Adventure",8.7,
14840,Last Night in Soho,"Drama, Horror, Mystery",7.1,Edgar Wright
14841,CODA,"Comedy, Drama, Music",8.0,Sian Heder
14842,The Guilty,"Crime, Drama, Thriller",6.3,Antoine Fuqua
14843,Shershaah,"Action, Biography, Drama",8.4,Vishnuvardhan
14844,House of Gucci,"Biography, Crime, Drama",6.6,Ridley Scott
14845,Dhindora,"Comedy, Drama",8.8,
14846,The French Dispatch,"Comedy, Drama, Romance",7.2,Wes Anderson
